Taxa Selic - Dados diários;Filtros aplicados: Data inicial: 01/02/2023 / Data final: 01/09/2025.;;;;;;;;;
Data;Taxa (% a.a.);Fator diário;Financeiro (R$);Operações;Taxa média;Taxa mediana;Taxa modal;Desvio padrão;Índice de curtose;
07/03/2023;13,65;1,00050788;1.544.569.438.664,71;761;13,65;13,64;13,65;0,0164;358,9638;
06/03/2023;13,65;1,00050788;1.546.422.664.772,37;745;13,65;13,64;13,65;0,0164;362,3669;
03/03/2023;13,65;1,00050788;1.543.639.819.097,86;747;13,65;13,64;13,65;0,0160;372,0530;
02/03/2023;13,65;1,00050788;1.544.357.846.154,79;742;13,65;13,64;13,65;0,0161;383,7522;
01/03/2023;13,65;1,00050788;1.499.872.544.040,71;788;13,65;13,64;13,65;0,0180;311,1096;
28/02/2023;13,65;1,00050788;1.308.831.643.362,36;723;13,65;13,64;13,65;0,0183;297,5036;
27/02/2023;13,65;1,00050788;1.320.152.308.033,69;752;13,65;13,64;13,65;0,0164;350,2116;
24/02/2023;13,65;1,00050788;1.315.983.774.399,12;744;13,65;13,64;13,65;0,0174;293,6905;
23/02/2023;13,65;1,00050788;1.336.632.023.925,55;755;13,65;13,64;13,65;0,0174;338,6084;
22/02/2023;13,65;1,00050788;1.326.929.536.232,09;761;13,65;13,64;13,65;0,0175;331,9774;
17/02/2023;13,65;1,00050788;1.377.765.877.488,69;713;13,65;13,64;13,65;0,0161;367,0465;
16/02/2023;13,65;1,00050788;1.408.959.937.812,93;754;13,65;13,64;13,65;0,0159;401,2128;
15/02/2023;13,65;1,00050788;1.398.895.582.643,59;754;13,65;13,64;13,65;0,0168;337,2626;
14/02/2023;13,65;1,00050788;1.390.200.135.509,63;769;13,65;13,64;13,65;0,0164;376,3553;
13/02/2023;13,65;1,00050788;1.378.214.885.630,46;757;13,65;13,64;13,65;0,0179;297,3898;
10/02/2023;13,65;1,00050788;1.400.966.366.335,03;767;13,65;13,64;13,65;0,0174;348,9649;
09/02/2023;13,65;1,00050788;1.364.417.947.342,63;742;13,65;13,64;13,65;0,0167;394,2058;
08/02/2023;13,65;1,00050788;1.354.168.924.291,58;764;13,65;13,64;13,65;0,0177;320,0756;
07/02/2023;13,65;1,00050788;1.353.628.794.434,74;788;13,65;13,64;13,65;0,0192;278,3608;
06/02/2023;13,65;1,00050788;1.342.136.958.817,77;767;13,65;13,64;13,65;0,0185;319,8842;
03/02/2023;13,65;1,00050788;1.304.984.000.181,93;761;13,65;13,64;13,65;0,0188;294,5484;
02/02/2023;13,65;1,00050788;1.308.137.204.521,94;748;13,65;13,64;13,65;0,0186;340,2647;
01/02/2023;13,65;1,00050788;1.301.772.809.799,7;762;13,65;13,64;13,65;0,0178;357,3712;
